location,ticket_number,issued_date,description,status,dayofweek,hourofday,lat,lon,count,amount
300 WAVERLY AVE,23500168,2023/01/09 13:44:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Partial ,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,23500169,2023/01/09 13:47:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,23500171,2023/01/09 13:51:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,23500170,2023/01/09 13:50:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,23500172,2023/01/09 13:53:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,23500173,2023/01/09 13:55:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700344,2023/01/18 10:29:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Wednesday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700345,2023/01/18 10:29:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Wednesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700346,2023/01/18 10:32:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700347,2023/01/18 10:33:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700348,2023/01/18 10:35:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900291,2023/01/19 09:39:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Thursday,9,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230900292,2023/01/19 09:39:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900293,2023/01/19 09:40:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900294,2023/01/19 09:41:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900295,2023/01/19 09:41:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230900296,2023/01/19 09:42:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900297,2023/01/19 09:42:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900298,2023/01/19 09:42:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230900299,2023/01/19 09:43:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900300,2023/01/19 09:44:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900301,2023/01/19 09:45:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,9,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700393,2023/01/19 10:42:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700394,2023/01/19 10:42:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700395,2023/01/19 10:45:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900343,2023/01/20 10:07:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900344,2023/01/20 10:07:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230900345,2023/01/20 10:07:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700420,2023/01/20 10:07:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230900346,2023/01/20 10:08:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700421,2023/01/20 10:07:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700423,2023/01/20 10:09:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700422,2023/01/20 10:09:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230900347,2023/01/20 10:11:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700424,2023/01/20 10:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900348,2023/01/20 10:13:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900349,2023/01/20 10:14:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700425,2023/01/20 10:16:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900350,2023/01/20 10:16:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700426,2023/01/20 10:17:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900352,2023/01/20 10:18:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900351,2023/01/20 10:17:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900353,2023/01/20 10:19:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Third Notice,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700427,2023/01/20 10:19:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900354,2023/01/20 10:20:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700428,2023/01/20 10:21:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900355,2023/01/20 10:21:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900356,2023/01/20 10:22:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Friday,10,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230700476,2023/01/23 12:12:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,12,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700477,2023/01/23 12:13:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Monday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700475,2023/01/23 12:12:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700478,2023/01/23 12:13:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Monday,12,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700479,2023/01/23 12:15:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Monday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700480,2023/01/23 12:15:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Monday,12,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700488,2023/01/24 10:24:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700487,2023/01/24 10:24:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700489,2023/01/24 10:25:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700490,2023/01/24 10:25:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Tuesday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700491,2023/01/24 10:27:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700492,2023/01/24 10:28:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Second Notice,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700494,2023/01/24 10:30:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700493,2023/01/24 10:30:00+00,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230100033,2023/01/24 14:14:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230100034,2023/01/24 14:14:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230100035,2023/01/24 14:16:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230100036,2023/01/24 14:16:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230100037,2023/01/24 14:18:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Tuesday,14,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230100039,2023/01/24 14:19:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230100038,2023/01/24 14:18:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Tuesday,14,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230100040,2023/01/24 14:19:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,14,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230100041,2023/01/24 14:20:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Fourth Notice,Tuesday,14,43.0400816,-76.1317789,1,100
300 WAVERLY AVE,231500583,2023/01/24 19:09:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,231300502,2023/01/24 19:10:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,231500584,2023/01/24 19:10:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,231300503,2023/01/24 19:11:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,231500585,2023/01/24 19:12:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,231500586,2023/01/24 19:12:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,19,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700539,2023/01/25 11:03:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Wednesday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700540,2023/01/25 11:03:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Wednesday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700541,2023/01/25 11:04:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,Wednesday,11,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230700542,2023/01/25 11:04:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Void Approved,Wednesday,11,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230700543,2023/01/25 11:05:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700544,2023/01/25 11:05:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Wednesday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700545,2023/01/25 11:06:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Wednesday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700549,2023/01/26 10:25:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Fourth Notice,Thursday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700548,2023/01/26 10:25:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,Thursday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700550,2023/01/26 10:26:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700551,2023/01/26 10:26:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700563,2023/01/26 11:01:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700564,2023/01/26 11:01:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700565,2023/01/26 11:02:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700566,2023/01/26 11:02:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700567,2023/01/26 11:03:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700568,2023/01/26 11:03:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700569,2023/01/26 11:04:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700570,2023/01/26 11:04:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700571,2023/01/26 11:07:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700574,2023/01/26 11:09:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Thursday,11,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230700572,2023/01/26 11:07:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700573,2023/01/26 11:08:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Thursday,11,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700592,2023/01/27 10:22:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Friday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700591,2023/01/27 10:22:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700593,2023/01/27 10:23:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700594,2023/01/27 10:23:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700595,2023/01/27 10:24:00+00,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Friday,10,43.0400816,-76.1317789,1,100
300 WAVERLY AVE,230700596,2023/01/27 10:24:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700597,2023/01/27 10:25:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700599,2023/01/27 10:28:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700598,2023/01/27 10:27:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Friday,10,43.0400816,-76.1317789,1,0
300 WAVERLY AVE,230700600,2023/01/27 10:29:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700621,2023/01/27 12:24:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700622,2023/01/27 12:24:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,12,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700623,2023/01/27 12:26:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700624,2023/01/27 12:27:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900541,2023/01/27 13:36:00+00,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900543,2023/01/27 13:37:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900542,2023/01/27 13:36:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900544,2023/01/27 13:39:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230900545,2023/01/27 13:40:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700628,2023/01/30 10:11:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700629,2023/01/30 10:11:00+00,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700630,2023/01/30 10:12:00+00,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700631,2023/01/30 10:12:00+00,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Monday,10,43.0400816,-76.1317789,1,60
300 WAVERLY AVE,230700632,2023/01/30 10:14:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700634,2023/01/30 10:16:00+00,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
300 WAVERLY AVE,230700633,2023/01/30 10:15:00+00,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
